charging_station_id,latitude,longitude,station_type,power_output_kw,num_connectors,charging_demand_kwh,num_vehicles_charged,avg_wait_time_minutes,traffic_density,ev_adoption_rate,population_density,time_of_day,day_of_week,weather_condition,temperature_c,grid_load_mw,renewable_energy_share,distance_to_nearest_station,poi_density,user_battery_level,is_optimal_location
CS_7540,12.857561955321351,77.5555938868265,Level 2,22.0,2,126.7,13,2.3,312.5,27.3,17124.2,6,4,Clear,22.7,121.0,46.2,2.38,15.7,35.7,0
CS_7541,12.818364997443073,77.6337285767439,DC Fast Charger,100.0,2,115.4,15,5.5,121.2,26.8,12209.7,4,2,Clear,20.1,228.1,47.7,0.23,28.0,13.8,0
CS_7542,12.977274827848168,77.5686234412697,DC Fast Charger,22.0,9,103.2,8,1.4,368.8,14.0,24070.9,12,1,Rain,29.0,391.3,89.4,0.69,12.7,12.6,1
CS_7543,13.096765005026175,77.69804505651187,DC Fast Charger,22.0,6,36.9,14,4.9,59.0,6.8,11595.1,16,2,Extreme,27.6,196.6,54.2,0.27,3.7,21.4,0
CS_7544,12.850048911485079,77.53671400954705,Level 2,150.0,8,119.2,15,15.7,376.4,8.7,6684.3,7,7,Extreme,26.4,194.2,71.5,0.21,17.8,62.4,1
CS_7545,12.814005445969784,77.61418281336222,DC Fast Charger,7.2,9,121.9,19,3.2,117.2,37.0,9952.8,12,3,Clear,26.0,144.5,17.5,0.15,9.9,38.6,1
CS_7546,13.03385950454718,77.63777734205897,Level 2,7.2,8,62.8,8,3.6,493.1,30.4,13726.8,2,1,Cloudy,31.3,266.8,58.2,1.06,10.2,70.5,0
CS_7547,12.875775802005418,77.54823012472754,Level 2,22.0,2,64.9,10,6.5,280.1,38.0,22796.6,16,5,Extreme,23.8,260.8,32.2,2.26,27.3,49.4,0
CS_7548,13.048893141605879,77.65709514171341,Level 2,7.2,2,115.5,13,3.5,54.8,26.6,5574.3,10,2,Clear,23.0,215.9,31.1,1.16,20.1,47.1,0
CS_7549,13.011181000110355,77.56384637736217,DC Fast Charger,50.0,7,105.8,4,0.8,427.1,35.8,20947.7,18,3,Cloudy,30.6,368.2,89.6,0.61,21.5,73.1,0
CS_7550,13.083702061115241,77.5234952390405,DC Fast Charger,22.0,3,40.8,11,4.7,421.2,32.0,10534.7,5,1,Rain,32.0,128.2,35.1,2.67,21.4,51.0,1
CS_7551,12.922678170727002,77.43234710215559,DC Fast Charger,22.0,4,75.3,2,3.6,393.5,13.6,17049.2,17,4,Rain,24.0,376.4,79.7,0.78,18.8,28.8,1
CS_7552,12.99859095183519,77.51802407290513,Level 2,100.0,5,109.4,19,15.1,292.1,31.2,12570.5,12,4,Clear,34.3,223.5,46.9,0.11,28.8,42.9,0
CS_7553,12.939456434243981,77.62018093641998,DC Fast Charger,50.0,6,120.3,18,0.5,148.3,26.3,10276.4,1,2,Cloudy,26.7,140.8,40.5,0.09,7.2,17.0,0
CS_7554,12.989176609192564,77.67638592350403,DC Fast Charger,22.0,7,82.5,6,3.8,338.0,10.9,15148.4,21,7,Extreme,26.2,269.1,21.3,4.04,13.8,66.3,1
CS_7555,12.934879671802321,77.4755038211581,Level 2,22.0,7,95.6,14,4.8,431.6,8.3,12489.5,19,4,Clear,28.9,304.0,63.0,0.09,20.3,58.9,1
CS_7556,12.856589673927223,77.50657065519916,Level 2,7.2,6,73.6,18,4.8,271.9,17.8,12865.0,3,7,Extreme,28.4,183.8,52.8,0.6,4.4,56.1,0
CS_7557,12.952369224801014,77.44618829823133,Level 2,22.0,2,139.7,11,0.3,80.2,25.5,8220.8,17,3,Clear,32.1,351.1,59.5,0.82,7.4,48.9,1
CS_7558,12.958575260431234,77.6072168682687,Level 2,22.0,5,105.2,7,2.0,488.9,24.5,7843.4,19,1,Extreme,39.9,103.4,76.7,0.81,9.2,37.9,0
CS_7559,13.043181154478049,77.68805652900298,Level 2,22.0,7,80.0,15,1.5,354.5,21.8,10224.0,1,2,Cloudy,22.9,204.6,73.6,3.56,11.3,24.8,1
CS_7560,13.020656211738075,77.59228566595446,DC Fast Charger,22.0,5,65.3,1,5.7,491.8,21.8,16768.6,21,3,Extreme,26.2,363.4,18.1,1.03,10.3,36.1,0
CS_7561,12.999137487182434,77.58512295900186,Level 2,100.0,5,62.0,10,6.6,134.1,5.6,9660.2,17,2,Rain,26.3,303.3,13.8,2.86,1.6,67.0,1
CS_7562,12.834016128665773,77.56604697915013,DC Fast Charger,50.0,6,154.3,9,1.2,141.5,5.8,20466.8,3,6,Extreme,37.6,167.1,52.0,0.17,11.2,55.4,1
CS_7563,13.016184887199115,77.42653672220567,Level 2,100.0,9,94.8,16,8.7,95.2,19.3,21292.3,7,6,Clear,19.6,236.3,20.0,3.21,5.5,78.4,1
CS_7564,12.950091546906355,77.61885114792882,DC Fast Charger,7.2,6,88.0,16,3.3,144.7,23.0,8230.2,23,6,Clear,27.1,180.4,87.9,1.09,2.7,73.6,0
CS_7565,13.068229860831847,77.58061486306481,DC Fast Charger,150.0,8,93.6,17,1.5,98.8,28.6,24521.7,21,6,Clear,30.6,242.1,63.3,0.94,7.8,42.0,1
CS_7566,13.075961280239163,77.5984430306569,Level 2,22.0,9,81.1,12,1.8,172.9,28.3,10328.3,2,7,Extreme,33.4,351.2,80.1,1.34,6.9,26.7,0
CS_7567,12.816546977180536,77.66964332790823,Level 2,7.2,7,96.8,7,1.5,311.2,39.5,6455.3,12,4,Clear,26.4,115.2,12.2,1.35,4.2,11.5,0
CS_7568,13.046192468106344,77.63518823611831,DC Fast Charger,150.0,7,101.0,2,4.6,418.9,18.7,13767.7,1,3,Extreme,34.3,173.7,46.6,5.89,3.9,63.5,1
CS_7569,12.811309217126801,77.63427457564636,Level 2,22.0,8,100.5,3,3.7,93.4,9.4,8631.5,8,4,Clear,23.8,109.4,46.9,1.35,21.6,19.7,0
CS_7570,12.910150887708507,77.67815513066381,Level 2,22.0,8,62.1,6,14.0,120.9,15.5,20688.1,8,4,Rain,25.7,397.4,29.5,0.34,29.9,87.4,0
CS_7571,12.962689992686323,77.6969804854389,Level 2,150.0,9,126.8,19,1.6,180.4,31.8,7299.6,0,3,Clear,19.1,147.8,16.8,0.18,1.1,65.9,0
CS_7572,12.844430239588139,77.57438481958832,Level 2,100.0,7,83.4,8,1.9,204.5,13.5,14672.2,8,1,Cloudy,32.1,184.5,32.3,1.62,15.1,54.8,0
CS_7573,13.023894143770724,77.43266448480935,Level 2,150.0,3,80.2,4,0.0,450.1,33.6,6673.5,20,5,Cloudy,23.5,356.0,64.6,3.78,4.9,10.2,0
CS_7574,12.802506411251642,77.53773897233263,Level 2,150.0,6,78.9,7,1.8,152.0,33.2,22974.2,15,1,Extreme,27.0,253.5,12.7,0.76,3.8,42.9,1
CS_7575,12.85057971453021,77.6362803439385,Level 2,50.0,6,68.4,4,1.4,107.6,21.4,11172.0,10,7,Cloudy,35.3,383.3,49.9,3.49,4.6,57.0,0
CS_7576,12.974239048956044,77.40831759742856,Level 2,22.0,3,108.0,18,2.6,443.2,30.6,17335.8,17,1,Extreme,23.2,277.1,45.4,0.77,20.0,68.6,0
CS_7577,13.014316268611188,77.41706623150685,DC Fast Charger,22.0,6,126.8,7,3.4,447.2,33.0,19588.7,6,1,Clear,33.8,316.6,31.1,1.58,3.5,49.1,0
CS_7578,13.074992930808175,77.42014733471485,DC Fast Charger,100.0,2,78.3,1,5.5,403.4,30.4,5641.8,13,2,Rain,33.3,285.1,33.8,3.36,17.2,20.1,0
CS_7579,13.011648995580387,77.6193107274985,Level 2,100.0,2,44.7,5,1.1,221.6,15.9,12630.3,0,5,Rain,27.4,321.2,27.4,0.95,6.8,46.8,0
CS_7580,13.00153378107646,77.55034998856895,Level 2,50.0,8,69.2,10,4.1,460.8,10.9,10665.3,13,2,Rain,27.7,180.5,61.8,0.81,28.7,14.0,0
CS_7581,12.9183023439052,77.51066938305618,DC Fast Charger,50.0,3,86.6,14,6.5,247.7,9.2,15922.1,0,7,Cloudy,25.0,199.7,47.7,0.16,15.0,31.0,0
CS_7582,12.800385327658041,77.43168511357852,Level 2,50.0,7,63.1,1,1.4,406.2,38.7,20419.4,23,2,Cloudy,27.5,281.0,72.0,5.18,24.5,72.2,1
CS_7583,12.836047777620687,77.61967207506177,Level 2,100.0,3,82.0,12,2.2,245.7,8.3,7611.8,13,4,Clear,24.8,358.1,66.3,8.49,28.3,15.6,0
CS_7584,12.960366363426813,77.49630594316527,Level 2,150.0,2,83.5,19,1.1,266.9,20.4,14503.3,23,6,Cloudy,36.1,168.6,54.2,1.79,9.6,54.8,0
CS_7585,13.002538965753326,77.4795972210194,Level 2,22.0,5,99.5,2,0.6,437.1,8.6,7606.5,22,6,Cloudy,28.7,387.1,87.6,3.41,0.4,60.8,0
CS_7586,12.92523448516894,77.59569576046607,DC Fast Charger,22.0,9,56.4,14,7.1,50.4,32.8,20799.5,23,2,Extreme,33.1,234.3,41.4,1.94,29.4,81.3,1
CS_7587,13.019203703458517,77.56770326777905,Level 2,7.2,6,117.4,3,1.4,173.3,24.4,20700.3,13,1,Extreme,24.5,140.5,80.0,0.78,5.2,74.2,0
CS_7588,12.956558688599653,77.508723192544,DC Fast Charger,100.0,4,149.8,19,2.3,339.7,11.1,11614.3,22,1,Cloudy,34.8,361.6,48.2,0.81,13.0,61.5,0
CS_7589,12.822252858678294,77.59244624124167,Level 2,100.0,4,142.9,3,1.4,464.9,38.6,11561.0,15,4,Extreme,32.4,378.3,27.8,2.46,13.0,21.6,0
CS_7590,12.857604875290384,77.48136645611524,DC Fast Charger,50.0,3,82.5,13,0.2,55.6,34.7,16984.8,7,5,Rain,30.3,346.9,61.0,2.28,4.2,46.2,0
CS_7591,13.051999466973182,77.6384490784813,DC Fast Charger,7.2,9,120.1,17,6.5,258.9,9.4,24945.6,1,6,Clear,31.0,230.5,49.6,8.61,14.3,64.9,0
CS_7592,13.017473823987332,77.4687956850923,DC Fast Charger,7.2,4,116.5,3,5.2,282.4,33.5,24610.4,4,3,Extreme,28.3,383.0,37.1,0.08,22.7,78.1,0
CS_7593,13.068428596103749,77.44765130861461,Level 2,100.0,9,98.7,14,3.2,499.7,34.6,11313.4,5,3,Clear,31.7,199.7,77.8,2.69,12.1,60.0,0
CS_7594,12.835267174736282,77.63473182284966,Level 2,50.0,5,105.3,2,5.6,363.7,32.0,21591.7,23,5,Rain,31.8,126.6,15.3,1.61,3.5,12.1,1
CS_7595,13.097066760384521,77.61236760920939,Level 2,22.0,4,120.5,13,9.4,106.9,17.3,11309.6,0,7,Cloudy,31.0,203.1,35.8,3.4,17.3,65.4,1
CS_7596,12.86282201418498,77.45479169271054,DC Fast Charger,50.0,2,126.5,9,4.8,299.9,14.0,15229.1,3,5,Rain,31.1,209.7,68.5,0.03,28.3,16.9,1
CS_7597,12.803533962885993,77.43487372580698,Level 2,22.0,3,75.6,10,11.9,119.3,23.4,5634.3,6,2,Clear,29.0,340.3,24.4,2.59,2.4,50.1,0
CS_7598,13.099226881716065,77.65151972654601,Level 2,100.0,7,122.4,8,1.1,376.8,21.6,23808.4,7,2,Cloudy,20.3,314.5,49.7,0.51,8.1,13.5,0
CS_7599,12.884322165633534,77.63297954465901,DC Fast Charger,50.0,4,150.0,7,10.7,213.5,25.4,19694.9,4,2,Extreme,27.3,286.3,39.0,1.44,28.1,75.1,1
CS_7600,13.000405835753767,77.49817721210991,Level 2,7.2,6,126.5,1,3.9,347.4,19.6,22307.3,5,1,Rain,24.0,157.7,36.3,2.47,18.1,30.3,1
CS_7601,12.853004694252892,77.59745922246401,DC Fast Charger,150.0,8,146.1,8,9.2,452.6,12.4,16158.6,23,7,Clear,21.4,340.0,43.2,3.28,15.1,19.0,1
CS_7602,12.974068559659743,77.43724805596435,Level 2,7.2,8,22.5,8,6.8,406.2,25.0,6309.1,14,6,Clear,30.0,109.6,53.2,2.67,9.5,72.5,0
CS_7603,13.071210495936368,77.55211429771431,DC Fast Charger,22.0,9,117.9,6,0.3,408.5,23.8,13783.2,11,5,Rain,36.3,165.8,34.5,3.32,17.4,26.3,0
CS_7604,12.896054350228532,77.40561908761813,DC Fast Charger,100.0,9,107.9,18,9.1,176.3,36.8,12347.1,7,5,Cloudy,16.7,264.7,42.3,0.01,14.5,51.7,1
CS_7605,13.001076192813308,77.51748056427647,DC Fast Charger,50.0,3,130.8,4,2.1,316.0,27.2,15306.3,7,7,Cloudy,23.4,242.8,59.8,1.07,17.4,42.1,0
CS_7606,12.856371076639526,77.42245284644143,DC Fast Charger,100.0,9,66.2,11,2.8,134.5,31.9,9204.5,15,2,Extreme,27.9,307.2,36.5,0.13,6.4,28.2,0
CS_7607,12.987438619615618,77.54254415404706,DC Fast Charger,100.0,5,84.8,16,0.1,149.5,20.0,14033.0,14,5,Rain,30.4,337.9,79.5,2.04,15.4,28.9,0
CS_7608,12.900935105545253,77.52650449405587,DC Fast Charger,22.0,2,127.0,12,7.1,368.5,33.8,5588.4,18,1,Extreme,26.4,359.5,74.2,0.56,2.6,33.5,0
CS_7609,12.863362477576386,77.53331550799142,DC Fast Charger,100.0,8,68.2,4,3.1,233.1,15.8,7982.1,2,5,Cloudy,30.7,389.5,21.4,0.03,13.0,46.2,1
CS_7610,12.893954615211092,77.41359939061441,Level 2,50.0,4,107.3,9,14.0,449.8,39.2,22429.1,7,3,Extreme,34.1,266.0,77.9,0.09,4.8,27.3,1
CS_7611,12.85365232055234,77.50848490238455,DC Fast Charger,7.2,2,99.5,1,1.6,269.2,33.5,12558.7,22,1,Clear,29.4,274.2,24.4,0.36,6.4,21.9,0
CS_7612,13.070574832351365,77.62694515472998,Level 2,100.0,9,94.1,6,3.4,81.0,5.2,13580.7,15,2,Cloudy,30.0,268.2,19.3,0.96,16.3,38.4,0
CS_7613,12.91915606589514,77.51067431200609,Level 2,50.0,5,117.2,1,2.6,236.6,33.6,12144.8,17,4,Cloudy,20.2,368.9,88.2,1.68,25.5,82.3,0
CS_7614,12.87358379149231,77.61455158578288,Level 2,50.0,8,66.5,8,7.9,110.3,23.8,17413.5,13,7,Cloudy,16.8,331.7,54.0,1.58,14.2,49.7,0
CS_7615,12.93452235230478,77.51084361709013,DC Fast Charger,22.0,7,76.6,13,3.8,497.5,25.3,5098.7,17,3,Extreme,25.0,249.2,79.5,3.37,21.4,21.5,0
CS_7616,12.89616085004195,77.52697183244706,Level 2,100.0,4,95.8,19,3.1,60.7,39.9,23967.9,11,7,Clear,28.3,305.3,29.7,0.82,11.7,15.8,0
CS_7617,13.023325776143997,77.56916763384878,DC Fast Charger,22.0,7,64.0,4,14.7,302.8,30.1,16084.2,11,6,Extreme,29.2,191.5,85.6,0.56,0.0,63.8,0
CS_7618,13.091365973565647,77.68520458104213,Level 2,7.2,9,136.9,7,2.4,214.0,9.6,12619.3,23,1,Extreme,29.1,149.9,82.0,2.9,24.0,35.8,0
CS_7619,12.931410097009294,77.432658133994,DC Fast Charger,7.2,7,76.0,18,3.4,323.1,31.4,22266.4,18,4,Rain,25.1,114.2,53.0,1.09,26.9,65.4,0
CS_7620,13.058310019991671,77.40987413059835,DC Fast Charger,50.0,3,123.6,10,4.0,292.6,12.0,14932.3,16,1,Cloudy,29.7,224.4,77.4,5.17,9.3,87.9,0
CS_7621,12.969758922067886,77.58238715514302,Level 2,100.0,7,73.7,15,0.3,463.1,37.7,6858.3,13,3,Clear,27.7,211.7,40.7,0.89,29.6,50.1,0
CS_7622,12.84717069952827,77.68472912667853,DC Fast Charger,50.0,3,121.1,13,3.7,132.1,14.2,23256.9,17,5,Clear,28.5,327.6,58.2,1.77,2.1,31.7,0
CS_7623,13.007186822624403,77.69691693976641,Level 2,100.0,7,51.7,18,2.0,103.9,21.2,12731.8,11,7,Clear,28.8,251.0,63.2,2.84,5.6,65.3,0
CS_7624,12.954030349137746,77.54524927421761,DC Fast Charger,22.0,8,142.3,12,5.3,441.7,33.4,16438.6,7,2,Clear,25.1,151.3,77.7,1.9,20.6,69.6,0
CS_7625,12.995181956975632,77.54042448632553,DC Fast Charger,7.2,6,134.1,15,5.2,469.3,38.7,23887.9,22,7,Clear,26.0,129.4,62.1,9.57,20.3,81.3,0
CS_7626,13.066906223771499,77.59348913122356,Level 2,7.2,5,83.4,8,6.2,209.8,10.5,10902.3,14,6,Extreme,37.6,123.9,88.3,0.88,28.0,68.5,0
CS_7627,12.932130371196815,77.56669042716149,DC Fast Charger,22.0,4,75.2,11,2.5,480.3,7.4,8560.0,21,7,Clear,31.8,105.3,11.0,0.14,24.3,14.1,1
CS_7628,13.070353286965206,77.59022641728424,Level 2,150.0,2,113.7,3,0.6,204.3,32.7,22307.5,2,1,Extreme,26.8,122.4,76.8,0.98,5.8,67.0,0
CS_7629,13.025200704284497,77.66219982766137,Level 2,150.0,8,54.2,14,2.9,313.0,35.2,15440.5,22,7,Rain,28.5,326.1,33.9,0.3,7.5,28.8,0
CS_7630,12.946581477763395,77.62389185084629,Level 2,150.0,2,101.0,8,4.0,350.0,26.1,18903.0,7,2,Rain,26.4,332.0,19.0,0.21,3.1,23.8,1
CS_7631,12.980966640697389,77.54906321750605,DC Fast Charger,100.0,4,75.8,6,0.1,497.3,11.0,7212.9,9,1,Extreme,28.8,206.5,27.2,3.38,8.4,22.7,0
CS_7632,12.897674339755703,77.53855933770005,Level 2,22.0,5,92.4,1,4.0,126.6,10.5,18924.7,22,1,Clear,28.9,109.9,73.7,0.8,15.4,10.6,0
CS_7633,13.095079189921632,77.59188052455394,Level 2,100.0,5,80.7,10,2.5,182.6,21.1,16481.6,8,4,Cloudy,24.9,138.6,41.9,0.72,7.3,21.9,0
CS_7634,13.000205348915118,77.5367118853261,Level 2,100.0,7,76.0,2,3.3,295.8,11.8,11555.8,8,7,Clear,29.8,252.2,63.1,0.46,21.2,71.9,0
CS_7635,12.81315405574899,77.5373338053797,Level 2,22.0,2,151.1,8,1.8,146.6,17.1,21992.3,12,3,Clear,29.0,393.1,62.6,7.6,27.4,81.2,0
CS_7636,12.897986571724402,77.40489177053595,DC Fast Charger,100.0,4,123.4,14,3.4,311.0,32.8,14211.1,13,1,Clear,25.3,136.7,37.8,0.34,5.8,35.3,0
CS_7637,12.986994330127716,77.4522192412222,DC Fast Charger,22.0,7,55.6,1,10.7,400.2,8.7,13175.4,21,4,Extreme,32.1,146.3,52.5,2.45,29.2,44.0,0
CS_7638,12.816899983339773,77.54655409199873,Level 2,150.0,4,73.7,7,7.8,445.7,15.6,8668.0,1,3,Extreme,24.8,221.5,50.6,0.34,28.2,13.7,0
CS_7639,12.807165257395743,77.64679603771512,Level 2,150.0,9,125.7,1,4.8,201.3,18.9,10092.8,12,3,Clear,23.1,284.7,44.7,1.39,9.9,56.9,1
CS_7640,12.93500727185834,77.48361810201814,Level 2,100.0,9,129.1,5,4.9,127.6,13.0,10465.0,0,7,Cloudy,32.0,217.6,29.8,1.52,16.3,11.1,0
CS_7641,12.899807053907802,77.55679302993934,Level 2,7.2,2,58.4,18,11.3,358.6,29.8,13115.9,10,7,Extreme,23.3,287.8,46.9,3.69,21.7,47.6,0
CS_7642,12.93148958240995,77.50348862542778,Level 2,22.0,4,121.0,17,3.3,358.9,21.4,15016.8,23,7,Rain,30.7,119.6,16.0,1.22,25.2,25.7,0
CS_7643,12.878807992964003,77.43144119686188,Level 2,50.0,4,108.0,17,3.9,247.1,38.1,24805.9,15,1,Clear,37.0,153.7,66.8,3.46,6.6,51.8,0
CS_7644,12.849415324082894,77.68748954492139,DC Fast Charger,50.0,7,41.7,13,9.8,317.1,16.9,15900.2,16,3,Rain,33.4,121.2,49.4,0.67,19.3,88.4,0
CS_7645,13.006743007094101,77.65640216107509,Level 2,100.0,9,87.9,4,7.0,409.3,37.4,14342.9,23,3,Rain,25.4,362.5,73.9,0.44,23.3,27.1,1
CS_7646,12.95437133488034,77.42354772734008,Level 2,7.2,3,95.9,16,2.8,380.0,24.9,17794.6,23,6,Rain,24.8,339.6,27.6,4.26,10.6,15.3,0
CS_7647,12.86004626337481,77.61593617874048,Level 2,22.0,3,101.5,17,1.8,352.8,23.9,20111.4,9,5,Extreme,32.7,180.0,42.0,0.46,25.1,36.0,0
CS_7648,12.895876827878,77.50427397130726,Level 2,150.0,6,60.4,18,3.6,347.8,13.2,24587.9,4,2,Extreme,29.1,326.2,83.5,2.76,19.3,14.1,1
CS_7649,12.977542372298998,77.69845494211854,Level 2,100.0,7,77.1,2,0.6,375.9,38.2,24961.9,6,6,Extreme,19.9,343.3,51.9,0.2,15.5,23.1,0
CS_7650,12.821668804481744,77.4907195559487,Level 2,22.0,6,81.3,12,5.7,323.4,16.1,22217.9,11,5,Rain,31.3,355.3,83.0,0.68,4.9,13.6,1
CS_7651,12.844235902779854,77.47162153360878,DC Fast Charger,22.0,5,83.9,10,3.1,88.0,24.1,5850.9,15,3,Cloudy,26.9,229.9,41.8,0.27,28.7,64.2,0
CS_7652,12.821973681232217,77.57036716449163,DC Fast Charger,22.0,3,84.4,9,4.5,312.3,37.9,5838.5,15,5,Rain,28.6,390.7,84.3,1.04,4.6,41.1,1
CS_7653,13.043695199814236,77.65053784900296,Level 2,7.2,3,96.0,4,9.4,450.3,34.8,11462.2,21,5,Extreme,28.9,367.7,49.5,2.87,20.6,51.3,0
CS_7654,13.025722769963602,77.45775566154595,DC Fast Charger,22.0,3,109.3,15,2.2,66.9,15.8,22357.4,8,4,Extreme,29.6,312.9,25.7,2.34,1.2,63.1,1
CS_7655,13.025993879563776,77.61282083091581,Level 2,7.2,3,153.2,10,3.4,229.6,33.2,20226.9,15,2,Extreme,38.6,109.6,50.8,0.54,5.4,22.4,1
CS_7656,13.014897603042808,77.41842197494235,DC Fast Charger,7.2,5,126.1,9,4.1,226.8,28.8,17586.7,11,1,Extreme,35.8,321.2,63.4,1.47,20.9,70.5,0
CS_7657,13.00081562710096,77.67568042293316,Level 2,22.0,2,139.5,7,1.6,164.3,6.2,8856.0,4,1,Extreme,20.7,288.5,66.3,1.25,13.3,43.2,0
CS_7658,12.943097574613454,77.42432247484419,Level 2,150.0,5,85.6,11,1.6,308.5,22.3,24429.3,8,4,Clear,30.4,383.7,51.2,2.74,28.1,61.0,1
CS_7659,12.992683449052134,77.67426941290326,Level 2,22.0,2,69.9,2,3.7,126.8,19.8,22972.2,1,1,Clear,20.2,236.3,50.4,0.14,14.6,83.5,0
CS_7660,12.811508466436393,77.54724217483582,DC Fast Charger,150.0,6,124.0,16,1.5,462.4,28.1,23266.2,0,5,Rain,34.7,276.5,28.9,2.71,9.4,16.5,1
CS_7661,12.986439326797035,77.53442733383878,DC Fast Charger,100.0,3,99.5,6,9.9,120.0,29.6,15154.9,17,6,Clear,33.7,270.6,16.2,0.46,29.9,78.5,0
CS_7662,13.033363311661063,77.69199212385011,Level 2,50.0,7,121.9,8,26.4,484.3,29.7,12357.6,18,3,Extreme,24.4,107.2,14.6,2.16,5.0,56.4,1
CS_7663,12.950107508115318,77.69711525330946,Level 2,100.0,7,73.5,18,1.2,55.2,21.1,17742.7,17,5,Clear,27.3,164.1,40.6,0.21,9.5,42.6,0
CS_7664,12.907253998528171,77.59505343778831,DC Fast Charger,7.2,2,119.5,11,4.3,269.6,38.2,18126.0,16,7,Rain,32.4,154.7,32.3,2.71,26.6,66.9,0
CS_7665,12.883228020440294,77.43813578755712,Level 2,100.0,8,94.7,4,0.8,66.3,7.5,23547.2,6,5,Rain,27.1,206.5,81.6,2.43,26.0,19.8,1
CS_7666,12.992840615048625,77.55185102569656,Level 2,50.0,8,86.2,4,1.0,444.7,27.7,16430.1,20,4,Cloudy,25.2,182.7,13.1,0.63,18.7,62.3,0
CS_7667,13.007840359588972,77.5587489302867,Level 2,50.0,8,89.0,10,7.3,409.4,20.4,22575.4,15,2,Clear,28.2,197.0,75.5,4.55,4.9,32.1,0
CS_7668,13.061290279958763,77.5543339284406,DC Fast Charger,150.0,5,114.7,16,1.1,151.3,13.1,11309.2,1,5,Rain,35.0,122.2,50.9,1.28,15.8,23.8,0
CS_7669,12.902700224738297,77.57084755155601,DC Fast Charger,100.0,2,123.2,3,6.9,112.1,9.8,5849.9,14,4,Cloudy,20.4,145.9,73.5,1.85,19.8,19.1,1
CS_7670,13.030931692215676,77.40561741413832,Level 2,7.2,4,89.0,12,2.6,145.4,21.2,13727.2,19,7,Cloudy,23.8,251.9,22.2,0.62,10.4,85.5,1
CS_7671,12.968406747256802,77.61336818444116,Level 2,7.2,6,110.3,17,3.3,85.2,15.7,8997.7,18,6,Extreme,25.0,252.8,82.0,1.46,28.0,55.6,0
CS_7672,13.064850947203423,77.6137182905859,DC Fast Charger,150.0,6,110.2,5,1.5,156.6,12.7,20561.0,5,4,Cloudy,37.3,129.1,38.0,0.08,7.6,67.4,1
CS_7673,12.958343632488686,77.43464093255338,Level 2,150.0,9,122.2,3,4.0,80.6,6.3,21095.5,2,7,Extreme,34.8,281.7,88.2,0.49,6.1,73.0,1
CS_7674,12.95528894851939,77.57107183273375,Level 2,100.0,3,129.6,16,2.0,433.6,15.9,20660.9,9,3,Clear,23.6,393.5,71.2,0.31,11.8,28.8,0
CS_7675,12.973363124432273,77.57050835473073,Level 2,150.0,3,154.3,19,1.0,433.9,37.6,14256.4,11,4,Clear,27.6,217.6,77.8,0.44,4.4,19.9,0
CS_7676,13.02479460654273,77.60473512605712,Level 2,50.0,9,86.0,4,0.7,297.0,23.8,22857.4,8,7,Rain,32.4,148.7,12.7,0.19,17.5,77.7,1
CS_7677,13.089407143648538,77.42561930764053,DC Fast Charger,7.2,5,143.8,9,39.9,463.9,13.4,13911.4,22,5,Rain,32.1,398.6,10.7,0.72,1.8,34.7,0
CS_7678,12.82206900626473,77.58795099217983,Level 2,50.0,2,103.5,4,2.1,207.6,39.2,16998.5,13,7,Rain,28.7,257.9,25.0,3.51,1.7,19.4,1
CS_7679,12.816030380717306,77.48422558522391,Level 2,22.0,4,67.2,10,8.2,130.5,27.8,9269.2,2,1,Clear,28.2,172.9,66.0,1.56,5.3,53.8,1
CS_7680,13.0812651012222,77.55210089714886,Level 2,50.0,6,80.5,17,2.1,186.9,22.7,5477.4,3,1,Rain,37.9,363.2,58.9,1.64,3.8,53.0,0
CS_7681,12.958962687655461,77.63199706581122,DC Fast Charger,7.2,2,114.0,16,4.9,105.7,37.7,17089.0,1,7,Clear,27.3,137.9,73.4,1.17,0.1,68.8,0
CS_7682,12.984470904370081,77.61169378090891,DC Fast Charger,22.0,4,121.7,7,9.2,420.1,32.3,18061.9,0,6,Clear,20.0,155.7,74.0,2.57,17.7,34.4,0
CS_7683,12.944727080478419,77.4356709053034,DC Fast Charger,100.0,7,69.5,15,6.0,392.2,23.6,23580.9,17,6,Clear,28.8,327.1,76.1,4.81,18.5,88.8,1
CS_7684,12.828097235782243,77.57735543613482,Level 2,22.0,2,77.1,18,0.4,135.4,5.2,21896.2,1,5,Clear,29.5,373.3,89.5,2.66,27.8,32.9,0
CS_7685,13.0304268135256,77.69073495928222,Level 2,150.0,3,84.0,6,1.1,295.5,19.5,20520.6,21,1,Cloudy,27.5,229.0,61.5,0.45,0.7,68.1,1
CS_7686,13.024167393526575,77.44703083120051,Level 2,7.2,7,74.1,15,10.3,176.3,33.0,19006.0,3,6,Clear,21.8,121.1,50.4,0.17,2.3,70.4,0
CS_7687,12.893510996447844,77.65587212631763,DC Fast Charger,150.0,7,43.6,11,3.2,109.0,15.0,13636.9,3,3,Rain,29.9,287.4,40.1,0.12,12.2,69.7,0
CS_7688,12.891871773568521,77.61076442416613,DC Fast Charger,50.0,6,33.4,5,4.6,160.4,6.9,14774.5,19,2,Cloudy,23.1,329.4,87.3,4.01,10.4,38.4,0
CS_7689,13.051352414271655,77.63220099387293,Level 2,100.0,4,88.5,16,0.1,319.9,26.3,20586.9,4,6,Cloudy,28.0,257.9,62.0,1.0,16.1,64.7,0
